"","cps19_age","cps19_gender","cps19_education","pes19_votechoice2019"
"7670",75,"A woman","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7671",57,"A woman","Completed secondary/ high school","Green Party"
"7672",34,"A man","Some university","Liberal Party"
"7673",53,"A man","Master's degree","Another party (specify)"
"7674",59,"A woman","Master's degree","Liberal Party"
"7675",82,"A man","Completed secondary/ high school","Green Party"
"7676",60,"A woman","Completed secondary/ high school","Conservative Party"
"7677",48,"A woman","Completed secondary/ high school","Liberal Party"
"7678",67,"A man","Professional degree or doctorate","Another party (specify)"
"7679",68,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7680",60,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7681",64,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7682",73,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7683",67,"A woman","Completed secondary/ high school","Liberal Party"
"7684",59,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7685",60,"A woman","Completed secondary/ high school","Conservative Party"
"7686",39,"A man","Master's degree","Liberal Party"
"7687",72,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7688",71,"A man","Some university","Liberal Party"
"7689",72,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7690",54,"A man","Bachelor's degree","Liberal Party"
"7691",60,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7692",61,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7693",55,"A woman","Bachelor's degree","Conservative Party"
"7694",48,"A woman","Some university","Don't know / Prefer not to answer"
"7695",55,"A woman","Completed secondary/ high school","Green Party"
"7696",41,"A man","Completed secondary/ high school","Liberal Party"
"7697",66,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7698",64,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7699",28,"A woman","Bachelor's degree","Liberal Party"
"7700",72,"A woman","Professional degree or doctorate","Conservative Party"
"7701",62,"A man","Completed secondary/ high school","Conservative Party"
"7702",65,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7703",71,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7704",32,"A woman","Some university","NDP"
"7705",34,"A woman","Completed secondary/ high school","Don't know / Prefer not to answer"
"7706",79,"A woman","Completed secondary/ high school","Liberal Party"
"7707",62,"A woman","Completed secondary/ high school","Conservative Party"
"7708",58,"A woman","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7709",74,"A man","Some university","Conservative Party"
"7710",60,"A woman","Some technical, community college, CEGEP, College Classique","Don't know / Prefer not to answer"
"7711",28,"A woman","Bachelor's degree","Conservative Party"
"7712",74,"A man","Completed secondary/ high school","Conservative Party"
"7713",51,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7714",69,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7715",44,"A woman","Bachelor's degree","NDP"
"7716",61,"A man","Some university","Liberal Party"
"7717",72,"A man","Professional degree or doctorate","Liberal Party"
"7718",35,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7719",67,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7720",33,"A man","Professional degree or doctorate","Liberal Party"
"7721",25,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7722",67,"A woman","Some university","Conservative Party"
"7723",76,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7724",55,"A man","Completed technical, community college, CEGEP, College Classique","Green Party"
"7725",65,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7726",48,"A man","Some university","People's Party"
"7727",29,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7728",60,"A woman","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7729",61,"A woman","Completed secondary/ high school","Liberal Party"
"7730",49,"A woman","Some technical, community college, CEGEP, College Classique","Green Party"
"7731",28,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"7732",46,"A man","Bachelor's degree","Liberal Party"
"7733",35,"A woman","Master's degree","Green Party"
"7734",75,"A man","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7735",32,"A woman","Master's degree","Liberal Party"
"7736",68,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7737",58,"A man","Completed secondary/ high school","People's Party"
"7738",39,"A man","Completed secondary/ high school","Liberal Party"
"7739",56,"A woman","Bachelor's degree","NDP"
"7740",77,"A man","Master's degree","Liberal Party"
"7741",24,"A woman","Bachelor's degree","Liberal Party"
"7742",57,"A man","Completed secondary/ high school","Green Party"
"7743",59,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7744",60,"A woman","Some university","Bloc Qu̩b̩cois"
"7745",27,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7746",82,"A man","Some secondary/ high school","Conservative Party"
"7747",41,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"7748",64,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7749",73,"A man","Bachelor's degree","Conservative Party"
"7750",68,"A woman","Master's degree","Liberal Party"
"7751",56,"A man","Some university","NDP"
"7752",66,"A man","Completed technical, community college, CEGEP, College Classique","Green Party"
"7753",31,"A man","Bachelor's degree","Liberal Party"
"7754",70,"A woman","Some university","Liberal Party"
"7755",33,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7756",56,"A man","Professional degree or doctorate","Conservative Party"
"7757",65,"A man","Bachelor's degree","Liberal Party"
"7758",57,"A woman","Bachelor's degree","Conservative Party"
"7759",65,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7760",76,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7761",31,"A woman","Professional degree or doctorate","NDP"
"7762",69,"A woman","Some university","Don't know / Prefer not to answer"
"7763",47,"A man","Bachelor's degree","Liberal Party"
"7764",72,"A woman","Some university","Conservative Party"
"7765",76,"A man","Completed secondary/ high school","Conservative Party"
"7766",75,"A man","Some secondary/ high school","Bloc Qu̩b̩cois"
"7767",68,"A man","Some technical, community college, CEGEP, College Classique","Liberal Party"
"7768",31,"A man","Master's degree","NDP"
"7769",65,"A woman","Bachelor's degree","NDP"
"7770",66,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Bachelor's degree","Liberal Party"
"7771",68,"A man","Bachelor's degree","Conservative Party"
"7772",68,"A man","Professional degree or doctorate","Another party (specify)"
"7773",62,"A woman","Bachelor's degree","Conservative Party"
"7774",71,"A man","Completed secondary/ high school","Conservative Party"
"7775",63,"A man","Bachelor's degree","Bloc Qu̩b̩cois"
"7776",68,"A man","Some secondary/ high school","Conservative Party"
"7777",44,"A woman","Bachelor's degree","Green Party"
"7778",58,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7779",40,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7780",69,"A woman","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7781",74,"A man","Completed technical, community college, CEGEP, College Classique","NDP"
"7782",72,"A woman","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7783",61,"A man","Some technical, community college, CEGEP, College Classique","Another party (specify)"
"7784",64,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7785",30,"A woman","Bachelor's degree","NDP"
"7786",67,"A woman","Some university","Conservative Party"
"7787",57,"A woman","Some technical, community college, CEGEP, College Classique","Green Party"
"7788",75,"A man","Completed technical, community college, CEGEP, College Classique","Liberal Party"
"7789",63,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7790",65,"A man","Some secondary/ high school","Liberal Party"
"7791",70,"A woman","Completed technical, community college, CEGEP, College Classique","Green Party"
"7792",31,"A woman","Completed secondary/ high school","People's Party"
"7793",66,"A man","Some technical, community college, CEGEP, College Classique","Conservative Party"
"7794",63,"A woman","Completed secondary/ high school","NDP"
"7795",83,"A man","Professional degree or doctorate","People's Party"
"7796",31,"A woman","Completed secondary/ high school","NDP"
"7797",64,"A woman","Completed technical, community college, CEGEP, College Classique","NDP"
"7798",33,"A woman","Bachelor's degree","Liberal Party"
"7799",72,"A man","Bachelor's degree","Conservative Party"
"7800",62,"A man","Some university","Conservative Party"
"7801",52,"A man","Bachelor's degree","Conservative Party"
"7802",58,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"7803",27,"A woman","Some university","Conservative Party"
"7804",70,"A woman","Bachelor's degree","Bloc Qu̩b̩cois"
"7805",23,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)","Bachelor's degree","NDP"
"7806",28,"A woman","Some technical, community college, CEGEP, College Classique","NDP"
"7807",39,"A woman","Completed secondary/ high school","Liberal Party"
"7808",60,"A woman","Bachelor's degree","NDP"
"7809",21,"A man","Some university","Liberal Party"
"7810",75,"A woman","Completed secondary/ high school","Conservative Party"
"7811",59,"A man","Some technical, community college, CEGEP, College Classique","People's Party"
"7812",60,"A man","Some university","Liberal Party"
"7813",70,"A woman","Some university","Conservative Party"
"7814",29,"A woman","Professional degree or doctorate","Liberal Party"
"7815",36,"A man","Some university","NDP"
"7816",32,"A woman","Bachelor's degree","Liberal Party"
"7817",77,"A man","Master's degree","Bloc Qu̩b̩cois"
"7818",59,"A woman","Completed secondary/ high school","Liberal Party"
"7819",49,"A man","Master's degree","Conservative Party"
"7820",62,"A woman","Master's degree","Liberal Party"
"7821",27,"A woman","Some university","NDP"
"7822",45,"A man","Some university","I spoiled my vote"
"7823",58,"A man","Master's degree","Bloc Qu̩b̩cois"
"7824",29,"A man","Professional degree or doctorate","Liberal Party"
"7825",71,"A man","Some secondary/ high school","Conservative Party"
"7826",82,"A man","Some university","Conservative Party"
"7827",62,"A man","Master's degree","Bloc Qu̩b̩cois"
"7828",61,"A woman","Some technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7829",76,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7830",79,"A man","Completed secondary/ high school","Bloc Qu̩b̩cois"
"7831",64,"A man","Completed technical, community college, CEGEP, College Classique","Conservative Party"
"7832",64,"A man","Bachelor's degree","Conservative Party"
"7833",64,"A man","Completed technical, community college, CEGEP, College Classique","Bloc Qu̩b̩cois"
"7834",37,"A man","Bachelor's degree","Conservative Party"
"7835",56,"A woman","Completed secondary/ high school","Don't know / Prefer not to answer"
